"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 02/26/2024

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 27.8167 North,-97.3917 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC)
2016,4,23,20.75,26.35
2016,4,24,21.75,25.85
2016,4,25,24.35,26.85
2016,4,26,24.55,27.15
2016,4,27,23.55,28.15
2016,4,28,25.25,27.55
2016,4,29,25.85,28.35
2016,4,30,25.55,29.95
2016,5,1,21.55,29.35
2016,5,2,17.75,23.75
2016,5,3,17.65,26.45
2016,5,4,17.55,28.25
2016,5,5,18.85,30.95
2016,5,6,22.15,27.25
2016,5,7,23.65,26.25
2016,5,8,23.25,26.15
2016,5,9,23.75,27.25
2016,5,10,24.85,27.35
2016,5,11,25.45,28.05
2016,5,12,25.25,28.05
2016,5,13,24.95,28.75
2016,5,14,23.55,27.95
2016,5,15,21.85,25.75
2016,5,16,22.55,28.95
2016,5,17,23.45,28.95
2016,5,18,23.55,27.35
2016,5,19,20.05,26.65
2016,5,20,21.95,27.55
2016,5,21,26.45,28.35
2016,5,22,26.15,29.35
2016,5,23,26.85,28.25
2016,5,24,27.25,29.45
2016,5,25,27.75,29.75
2016,5,26,27.95,29.75
2016,5,27,24.35,29.95
2016,5,28,26.95,29.25
2016,5,29,27.05,29.05
2016,5,30,22.25,29.45
2016,5,31,23.05,30.55
2016,6,1,23.35,30.15
2016,6,2,21.75,30.35
2016,6,3,22.05,29.05
2016,6,4,22.05,27.05
2016,6,5,22.65,28.95
2016,6,6,23.65,30.15
2016,6,7,24.35,30.85
2016,6,8,24.55,30.05
2016,6,9,24.85,30.25
2016,6,10,25.75,31.75
2016,6,11,27.55,31.75
2016,6,12,27.35,31.95
2016,6,13,27.05,31.95
2016,6,14,27.05,31.75
2016,6,15,26.85,32.15
2016,6,16,26.05,31.75
2016,6,17,26.05,32.15
2016,6,18,26.25,32.85
2016,6,19,23.95,30.55
2016,6,20,25.75,31.65
2016,6,21,25.95,32.45
2016,6,22,26.05,32.45
2016,6,23,26.35,32.05
2016,6,24,26.45,32.05
2016,6,25,26.15,30.85
2016,6,26,26.55,32.05
2016,6,27,25.75,32.05
2016,6,28,24.25,33.85
2016,6,29,24.75,32.85
2016,6,30,25.75,32.05
2016,7,1,27.05,31.65
2016,7,2,27.85,31.25
2016,7,3,27.45,31.15
2016,7,4,27.25,30.95
2016,7,5,27.25,30.95
2016,7,6,27.35,30.95
2016,7,7,27.15,30.75
2016,7,8,27.25,30.75
2016,7,9,27.15,30.85
2016,7,10,27.05,30.75
2016,7,11,26.95,30.65
2016,7,12,27.15,30.95
2016,7,13,27.35,31.65
2016,7,14,27.35,30.95
2016,7,15,26.85,31.25
2016,7,16,26.85,30.95
2016,7,17,27.15,30.85
2016,7,18,27.45,31.35
2016,7,19,26.75,31.75
2016,7,20,27.55,31.95
2016,7,21,26.65,31.95
2016,7,22,27.15,31.85
2016,7,23,27.65,32.05
2016,7,24,27.95,31.85
2016,7,25,27.95,32.35
2016,7,26,27.85,31.25
2016,7,27,28.35,31.95
2016,7,28,27.85,31.75
2016,7,29,27.55,31.45
2016,7,30,27.65,31.85
2016,7,31,27.05,31.55
2016,8,1,26.95,31.15
2016,8,2,27.45,31.25
2016,8,3,27.05,31.45
2016,8,4,26.85,31.55
2016,8,5,27.65,31.65
2016,8,6,28.15,31.75
2016,8,7,28.15,31.95
2016,8,8,28.05,31.85
2016,8,9,28.15,31.85
2016,8,10,28.45,31.95
2016,8,11,27.35,32.25
2016,8,12,27.15,31.65
2016,8,13,25.65,31.95
2016,8,14,24.85,30.35
2016,8,15,25.45,30.05
2016,8,16,24.85,28.65
2016,8,17,25.15,30.25
2016,8,18,27.25,30.75
2016,8,19,27.55,30.65
2016,8,20,27.75,30.45
2016,8,21,25.55,30.85
2016,8,22,27.85,30.85
2016,8,23,27.65,31.25
2016,8,24,27.35,30.65
2016,8,25,27.05,30.75
2016,8,26,26.15,31.35
2016,8,27,25.85,31.35
2016,8,28,24.45,33.05
2016,8,29,24.35,30.05
2016,8,30,24.35,27.35
2016,8,31,24.25,31.75
2016,9,1,25.25,32.65
2016,9,2,25.25,32.35
2016,9,3,25.35,32.35
2016,9,4,26.55,31.35
2016,9,5,27.65,31.35
2016,9,6,27.35,31.45
2016,9,7,27.05,31.85
2016,9,8,26.85,31.35
2016,9,9,26.25,31.15
2016,9,10,25.05,31.55
2016,9,11,24.65,32.65
2016,9,12,25.65,31.55
2016,9,13,25.75,32.35
2016,9,14,25.65,31.25
2016,9,15,25.35,31.45
2016,9,16,25.85,31.85
2016,9,17,26.85,32.55
2016,9,18,27.05,32.85
2016,9,19,27.15,32.35
2016,9,20,27.15,32.55
2016,9,21,25.95,32.15
2016,9,22,25.15,31.75
2016,9,23,27.55,31.55
2016,9,24,25.35,31.45
2016,9,25,23.65,30.05
2016,9,26,21.05,28.95
2016,9,27,21.15,27.45
2016,9,28,22.15,31.15
2016,9,29,19.65,32.25
2016,9,30,19.15,28.25
2016,10,1,21.35,27.85
2016,10,2,21.85,28.95
2016,10,3,22.65,29.45
2016,10,4,24.95,29.85
2016,10,5,26.05,30.35
2016,10,6,26.85,30.45
2016,10,7,19.45,29.35
2016,10,8,19.35,29.85
2016,10,9,18.35,28.15
2016,10,10,17.55,27.25
2016,10,11,19.65,28.55
2016,10,12,23.05,29.95
2016,10,13,25.95,29.25
2016,10,14,25.05,29.25
2016,10,15,25.75,29.75
2016,10,16,25.75,29.85
2016,10,17,25.35,29.85
2016,10,18,26.65,30.35
2016,10,19,25.65,29.65
2016,10,20,18.75,31.25
2016,10,21,15.55,24.75
2016,10,22,15.85,24.75
2016,10,23,22.45,27.65
2016,10,24,22.35,27.65
2016,10,25,22.05,27.35
2016,10,26,22.35,28.15
2016,10,27,20.55,27.85
2016,10,28,20.75,28.15
2016,10,29,20.55,27.75
2016,10,30,21.45,27.85
2016,10,31,22.35,28.25
2016,11,1,25.45,28.75
2016,11,2,25.55,28.55
2016,11,3,22.15,28.35
2016,11,4,22.15,27.05
2016,11,5,22.25,26.55
2016,11,6,22.25,25.35
2016,11,7,22.55,26.85
2016,11,8,19.25,22.35
2016,11,9,18.15,21.65
2016,11,10,17.25,20.25
2016,11,11,16.85,24.25
2016,11,12,17.45,22.35
2016,11,13,16.25,21.05
2016,11,14,16.05,23.85
2016,11,15,17.65,29.25
2016,11,16,17.35,26.15
2016,11,17,21.05,25.85
2016,11,18,12.25,26.25
2016,11,19,9.65,17.45
2016,11,20,9.15,19.75
2016,11,21,14.05,23.15
2016,11,22,21.75,24.65
2016,11,23,18.35,24.45
2016,11,24,18.45,24.25
2016,11,25,16.55,24.55
2016,11,26,15.75,22.75
2016,11,27,21.05,24.35
2016,11,28,22.35,30.25
2016,11,29,18.45,28.65
2016,11,30,16.05,22.45
2016,12,1,16.95,21.55
2016,12,2,16.95,22.15
2016,12,3,13.05,17.75
2016,12,4,11.25,13.45
2016,12,5,10.75,14.85
2016,12,6,11.45,24.25
2016,12,7,11.95,16.75
2016,12,8,4.35,12.95
2016,12,9,4.15,8.85
2016,12,10,9.05,16.65
2016,12,11,13.35,22.65
2016,12,12,17.15,21.95
2016,12,13,15.25,23.95
2016,12,14,15.25,19.25
2016,12,15,14.75,16.45
2016,12,16,15.45,23.15
2016,12,17,5.05,25.85
2016,12,18,0.35,4.65
2016,12,19,0.15,8.85
2016,12,20,7.15,12.45
2016,12,21,11.25,17.35
2016,12,22,15.05,18.95
2016,12,23,16.65,22.85
2016,12,24,17.85,21.85
2016,12,25,18.95,23.95
2016,12,26,19.95,24.05
2016,12,27,20.25,23.45
2016,12,28,20.45,23.45
2016,12,29,12.75,22.25
2016,12,30,11.85,15.75
2016,12,31,15.05,20.25
2017,1,1,18.35,23.35
2017,1,2,14.55,27.15
2017,1,3,8.35,27.15
2017,1,4,7.65,15.15
2017,1,5,5.15,20.35
2017,1,6,-2.55,4.45
2017,1,7,-3.25,6.65
2017,1,8,0.45,12.55
2017,1,9,10.45,20.85
2017,1,10,16.65,23.25
2017,1,11,16.45,23.45
2017,1,12,17.15,21.65
2017,1,13,18.15,22.55
2017,1,14,18.35,22.85
2017,1,15,18.85,22.95
2017,1,16,19.45,22.55
2017,1,17,19.05,22.55
2017,1,18,13.25,20.65
2017,1,19,14.05,19.55
2017,1,20,17.75,19.55
2017,1,21,17.65,29.85
2017,1,22,12.15,24.15
2017,1,23,11.35,21.95
2017,1,24,18.95,24.45
2017,1,25,11.35,25.15
2017,1,26,10.35,18.45
2017,1,27,9.05,16.25
2017,1,28,5.45,13.05
2017,1,29,6.85,21.25
2017,1,30,9.45,21.65
2017,1,31,10.25,21.35
2017,2,1,17.65,24.05
2017,2,2,15.35,23.45
2017,2,3,14.05,16.45
2017,2,4,15.95,19.75
2017,2,5,18.75,22.95
2017,2,6,19.35,24.05
2017,2,7,20.45,25.95
2017,2,8,14.45,27.05
2017,2,9,13.35,20.55
2017,2,10,19.25,23.85
2017,2,11,21.75,25.75
2017,2,12,21.55,25.45
2017,2,13,21.35,24.05
2017,2,14,11.35,22.65
2017,2,15,9.95,19.05
2017,2,16,11.65,19.45
2017,2,17,17.25,25.15
2017,2,18,18.75,26.05
2017,2,19,17.55,24.25
2017,2,20,15.85,20.55
2017,2,21,15.35,28.65
2017,2,22,16.05,26.35
2017,2,23,19.85,25.55
2017,2,24,13.85,30.25
2017,2,25,12.95,19.95
2017,2,26,19.85,24.05
2017,2,27,20.75,24.95
2017,2,28,22.05,25.65
2017,3,1,13.55,26.95
2017,3,2,12.95,19.55
2017,3,3,15.75,19.65
2017,3,4,18.45,20.25
2017,3,5,18.85,23.95
2017,3,6,21.25,24.15
2017,3,7,19.45,24.95
2017,3,8,19.55,22.85
2017,3,9,21.45,23.35
2017,3,10,18.95,22.45
2017,3,11,19.05,24.75
2017,3,12,12.35,19.25
2017,3,13,12.05,18.15
2017,3,14,11.95,19.65
2017,3,15,18.45,21.95
2017,3,16,19.95,24.25
2017,3,17,20.85,24.45
2017,3,18,20.95,24.95
2017,3,19,20.75,25.25
2017,3,20,20.75,25.25
2017,3,21,21.05,25.35
2017,3,22,21.55,25.25
2017,3,23,21.75,24.95
2017,3,24,21.95,25.45
2017,3,25,22.05,28.85
2017,3,26,22.25,25.65
2017,3,27,22.65,25.55
2017,3,28,23.25,25.75
2017,3,29,18.05,29.45
2017,3,30,16.95,25.15
2017,3,31,19.05,25.95
2017,4,1,23.15,25.35
2017,4,2,17.45,29.45
2017,4,3,17.55,30.35
2017,4,4,21.35,26.65
2017,4,5,16.05,25.45
2017,4,6,16.85,23.85
2017,4,7,20.55,24.15
2017,4,8,21.75,24.85
2017,4,9,22.65,25.45
2017,4,10,23.75,25.15
2017,4,11,19.35,25.75
2017,4,12,19.75,25.15
2017,4,13,20.95,26.75
2017,4,14,22.45,25.55
2017,4,15,22.95,25.85
2017,4,16,20.25,26.35
2017,4,17,20.45,27.15
2017,4,18,21.35,26.75
2017,4,19,22.95,27.05
2017,4,20,23.65,27.05
2017,4,21,23.85,27.85
2017,4,22,16.05,28.15
2017,4,23,15.35,25.55
2017,4,24,17.75,24.95
2017,4,25,23.85,27.55
2017,4,26,19.75,35.95
2017,4,27,19.95,25.75
2017,4,28,24.35,29.65
2017,4,29,17.55,29.45
2017,4,30,17.75,28.65
2017,5,1,20.65,28.25
2017,5,2,23.05,26.85
2017,5,3,16.75,29.45
2017,5,4,15.85,27.35
2017,5,5,17.15,28.75
2017,5,6,18.35,27.05
2017,5,7,22.15,26.05
2017,5,8,23.75,26.35
2017,5,9,24.35,26.65
2017,5,10,24.55,27.15
2017,5,11,23.55,27.65
2017,5,12,22.25,32.55
2017,5,13,22.55,28.05
2017,5,14,24.05,27.05
2017,5,15,24.35,27.55
2017,5,16,25.15,27.45
2017,5,17,25.35,28.35
2017,5,18,25.85,28.55
2017,5,19,25.95,28.55
2017,5,20,26.45,28.85
2017,5,21,21.85,28.65
2017,5,22,22.35,28.35
2017,5,23,17.05,27.85
2017,5,24,17.55,30.05
2017,5,25,22.65,28.05
2017,5,26,26.85,29.35
2017,5,27,26.75,29.55
2017,5,28,20.75,29.65
2017,5,29,22.65,28.95
2017,5,30,23.45,29.65
2017,5,31,23.15,29.15
2017,6,1,23.35,28.85
2017,6,2,26.15,29.15
2017,6,3,25.65,29.15
2017,6,4,23.45,31.95
2017,6,5,23.45,31.95
2017,6,6,23.75,33.35
2017,6,7,24.45,33.05
2017,6,8,25.55,30.65
2017,6,9,26.05,29.25
2017,6,10,25.95,29.35
2017,6,11,25.85,29.55
2017,6,12,26.05,29.65
2017,6,13,27.55,29.95
2017,6,14,27.65,30.15
2017,6,15,27.05,30.45
2017,6,16,27.15,30.85
2017,6,17,27.55,30.95
2017,6,18,27.15,30.55
2017,6,19,26.45,30.75
2017,6,20,25.75,33.85
2017,6,21,25.25,36.15
2017,6,22,26.05,31.75
2017,6,23,28.45,31.25
2017,6,24,25.35,31.15
2017,6,25,24.85,30.35
2017,6,26,25.45,30.05
2017,6,27,24.35,29.15
2017,6,28,24.65,30.45
2017,6,29,27.75,31.85
2017,6,30,28.35,31.05
2017,7,1,28.05,30.85
2017,7,2,27.95,31.05
2017,7,3,28.05,31.15
2017,7,4,27.05,31.15
2017,7,5,27.15,31.25
2017,7,6,26.95,31.05
2017,7,7,25.05,31.05
2017,7,8,25.35,30.85
2017,7,9,23.85,33.15
2017,7,10,25.75,31.45
2017,7,11,27.45,31.25
2017,7,12,27.45,31.05
2017,7,13,27.15,31.05
2017,7,14,26.05,31.45
2017,7,15,24.85,32.45
2017,7,16,24.35,31.55
2017,7,17,25.15,30.65
2017,7,18,26.75,31.35
2017,7,19,27.15,33.15
2017,7,20,27.05,32.05
2017,7,21,27.15,31.85
2017,7,22,27.75,31.85
2017,7,23,27.45,32.05
2017,7,24,27.45,31.65
2017,7,25,26.95,31.55
2017,7,26,26.95,31.45
2017,7,27,26.95,31.95
2017,7,28,26.75,31.75
2017,7,29,26.65,32.35
2017,7,30,26.75,30.95
2017,7,31,27.25,31.55
2017,8,1,26.15,31.15
2017,8,2,27.35,31.55
2017,8,3,25.25,29.15
2017,8,4,27.15,31.15
2017,8,5,27.95,31.65
2017,8,6,28.65,31.55
2017,8,7,27.85,31.35
2017,8,8,27.35,31.65
2017,8,9,26.75,32.05
2017,8,10,26.75,31.65
2017,8,11,26.95,32.15
2017,8,12,27.45,32.35
2017,8,13,27.45,31.45
2017,8,14,27.45,31.15
2017,8,15,27.75,31.25
2017,8,16,28.05,31.25
2017,8,17,27.75,31.05
2017,8,18,27.35,31.25
2017,8,19,27.45,30.65
2017,8,20,27.45,30.65
2017,8,21,27.45,30.85
2017,8,22,27.35,30.55
2017,8,23,26.75,30.85
2017,8,24,24.65,31.25
2017,8,25,23.75,25.55
2017,8,26,24.25,27.75
2017,8,27,22.05,27.55
2017,8,28,21.85,27.15
2017,8,29,23.05,31.35
2017,8,30,23.65,33.55
2017,8,31,24.45,30.65
2017,9,1,26.45,30.35
2017,9,2,26.35,30.15
2017,9,3,26.85,30.35
2017,9,4,26.05,29.55
2017,9,5,25.25,30.85
2017,9,6,21.45,28.55
2017,9,7,20.55,27.95
2017,9,8,22.25,28.15
2017,9,9,21.15,28.95
2017,9,10,20.75,29.45
2017,9,11,20.25,29.85
2017,9,12,21.05,32.25
2017,9,13,23.25,29.95
2017,9,14,25.35,29.45
2017,9,15,25.45,29.05
2017,9,16,25.95,29.95
2017,9,17,26.65,30.45
2017,9,18,27.45,30.85
2017,9,19,27.65,30.65
2017,9,20,27.65,30.85
2017,9,21,24.85,30.65
2017,9,22,26.75,30.05
2017,9,23,27.25,29.95
2017,9,24,26.55,30.05
2017,9,25,27.55,29.95
2017,9,26,24.95,29.95
2017,9,27,24.85,30.25
2017,9,28,23.85,29.45
2017,9,29,23.35,30.15
2017,9,30,23.15,30.25
2017,10,1,24.15,29.75
2017,10,2,26.25,29.75
2017,10,3,25.55,29.75
2017,10,4,27.35,29.75
2017,10,5,24.85,29.65
2017,10,6,22.65,29.05
2017,10,7,22.55,31.45
2017,10,8,24.55,30.25
2017,10,9,26.25,30.45
2017,10,10,19.85,26.95
2017,10,11,19.55,22.95
2017,10,12,20.35,28.95
2017,10,13,23.75,29.25
2017,10,14,24.95,29.25
2017,10,15,19.65,30.75
2017,10,16,15.45,25.15
2017,10,17,15.05,25.15
2017,10,18,16.75,25.85
2017,10,19,20.85,27.15
2017,10,20,22.75,28.35
2017,10,21,24.95,28.85
2017,10,22,18.55,29.65
2017,10,23,17.25,25.65
2017,10,24,14.05,25.65
2017,10,25,13.85,24.65
2017,10,26,16.95,26.05
2017,10,27,8.15,24.85
2017,10,28,7.45,17.45
2017,10,29,8.35,19.95
2017,10,30,13.95,24.25
2017,10,31,17.25,24.95
2017,11,1,16.85,25.35
2017,11,2,23.85,27.65
2017,11,3,23.95,27.45
2017,11,4,23.55,27.75
2017,11,5,23.95,28.95
2017,11,6,23.65,28.15
2017,11,7,18.45,28.05
2017,11,8,10.35,18.05
2017,11,9,10.95,15.55
2017,11,10,13.15,21.05
2017,11,11,19.15,23.75
2017,11,12,21.45,24.35
2017,11,13,20.25,24.55
2017,11,14,20.15,25.55
2017,11,15,21.35,25.65
2017,11,16,22.85,26.25
2017,11,17,22.85,26.55
2017,11,18,12.55,30.05
2017,11,19,11.55,19.25
2017,11,20,13.35,19.55
2017,11,21,16.55,23.95
2017,11,22,9.55,20.85
2017,11,23,8.65,20.75
2017,11,24,11.65,22.05
2017,11,25,17.65,24.65
2017,11,26,15.85,23.75
2017,11,27,15.45,23.85
2017,11,28,18.65,24.35
2017,11,29,17.15,24.75
2017,11,30,16.95,23.65
2017,12,1,17.05,22.55
2017,12,2,20.15,24.45
2017,12,3,21.45,25.25
2017,12,4,22.75,25.65
2017,12,5,9.55,24.65
2017,12,6,6.25,9.45
2017,12,7,0.35,6.45
2017,12,8,0.05,8.55
2017,12,9,6.75,17.95
2017,12,10,7.25,19.35
2017,12,11,8.15,20.35
2017,12,12,9.35,19.05
2017,12,13,8.85,16.85
2017,12,14,10.85,17.75
2017,12,15,8.75,11.15
2017,12,16,9.05,13.15
2017,12,17,9.35,12.95
2017,12,18,13.25,20.75
2017,12,19,17.05,23.05
2017,12,20,15.65,26.05
2017,12,21,17.55,23.15
2017,12,22,10.35,25.05
2017,12,23,9.05,16.05
2017,12,24,8.05,19.35
2017,12,25,7.35,16.15
2017,12,26,9.55,19.05
2017,12,27,6.35,9.05
2017,12,28,6.35,8.75
2017,12,29,8.15,10.75
2017,12,30,11.15,14.45
2017,12,31,10.05,19.05
2018,1,1,1.35,2.95
2018,1,2,-0.45,3.65
2018,1,3,-0.85,10.95
2018,1,4,1.05,14.65
2018,1,5,8.95,16.55
2018,1,6,10.95,19.75
2018,1,7,12.85,22.05
2018,1,8,7.45,22.45
2018,1,9,7.15,18.55
2018,1,10,9.85,23.65
2018,1,11,7.75,27.05
2018,1,12,4.95,17.35
2018,1,13,4.15,13.75
2018,1,14,7.55,19.75
2018,1,15,4.25,22.45
2018,1,16,-1.35,3.65
2018,1,17,-1.35,3.25
2018,1,18,3.05,8.15
2018,1,19,6.85,11.35
2018,1,20,10.95,21.35
2018,1,21,16.55,22.95
2018,1,22,6.65,22.25
2018,1,23,6.55,19.75
2018,1,24,7.75,17.45
2018,1,25,10.95,16.55
2018,1,26,13.95,24.05
2018,1,27,15.85,20.25
2018,1,28,10.15,20.45
2018,1,29,9.35,22.95
2018,1,30,9.85,17.65
2018,1,31,11.45,22.35
2018,2,1,14.25,26.05
2018,2,2,13.25,17.05
2018,2,3,13.45,20.55
2018,2,4,16.05,25.35
2018,2,5,16.15,18.95
2018,2,6,11.65,24.55
2018,2,7,6.55,9.65
2018,2,8,7.95,12.55
2018,2,9,12.25,17.95
2018,2,10,11.05,22.85
2018,2,11,4.75,9.95
2018,2,12,4.75,10.85
2018,2,13,9.65,13.95
2018,2,14,12.25,21.65
2018,2,15,19.05,26.25
2018,2,16,18.55,25.85
2018,2,17,20.05,26.85
2018,2,18,20.95,25.85
2018,2,19,20.75,26.25
2018,2,20,21.25,24.35
2018,2,21,10.15,26.75
2018,2,22,11.25,16.15
2018,2,23,14.35,25.95
2018,2,24,20.65,26.35
2018,2,25,17.75,26.25
2018,2,26,16.35,22.05
2018,2,27,20.75,26.95
2018,2,28,21.05,25.95
2018,3,1,16.25,28.35
2018,3,2,16.35,23.35
2018,3,3,20.35,24.35
2018,3,4,21.45,26.55
2018,3,5,17.65,27.45
2018,3,6,12.05,18.65
2018,3,7,11.15,20.55
2018,3,8,15.75,21.15
2018,3,9,19.65,23.15
2018,3,10,21.45,27.95
2018,3,11,14.55,29.55
2018,3,12,12.85,18.65
2018,3,13,13.95,20.95
2018,3,14,14.35,22.05
2018,3,15,19.25,22.55
2018,3,16,20.35,27.75
2018,3,17,21.75,27.05
2018,3,18,21.95,27.75
2018,3,19,15.15,30.75
2018,3,20,14.35,25.35
2018,3,21,17.25,23.95
2018,3,22,19.55,25.35
2018,3,23,20.45,26.65
2018,3,24,22.25,27.55
2018,3,25,22.35,26.85
2018,3,26,22.55,26.95
2018,3,27,23.05,27.55
2018,3,28,20.75,27.65
2018,3,29,19.05,28.45
2018,3,30,19.85,25.65
2018,3,31,19.95,26.85
2018,4,1,21.55,27.25
2018,4,2,23.75,27.55
2018,4,3,18.65,28.35
2018,4,4,17.35,21.05
2018,4,5,20.85,25.55
2018,4,6,23.05,28.15
2018,4,7,8.35,23.55
2018,4,8,8.45,21.05
2018,4,9,17.05,21.45
2018,4,10,14.35,24.35
2018,4,11,15.35,26.35
2018,4,12,20.45,27.65
2018,4,13,15.35,28.75
2018,4,14,9.85,24.85
2018,4,15,11.55,24.75
2018,4,16,17.95,26.65
2018,4,17,20.95,27.25
2018,4,18,20.35,27.05
2018,4,19,18.15,25.75
2018,4,20,19.65,24.45
2018,4,21,19.35,26.55
2018,4,22,17.85,28.45
2018,4,23,16.25,27.05
2018,4,24,17.05,28.15
2018,4,25,16.65,28.45
2018,4,26,16.05,23.85
2018,4,27,16.95,27.75
2018,4,28,17.35,27.85
2018,4,29,19.25,27.05
2018,4,30,22.95,27.65
2018,5,1,23.85,28.45
2018,5,2,24.05,29.85
2018,5,3,24.35,29.95
2018,5,4,20.65,28.25
2018,5,5,18.65,30.35
2018,5,6,17.85,30.95
2018,5,7,17.85,30.75
2018,5,8,19.65,29.95
2018,5,9,21.85,29.75
2018,5,10,22.65,30.25
2018,5,11,24.05,30.55
2018,5,12,24.65,30.75
2018,5,13,24.65,30.65
2018,5,14,23.55,30.75
2018,5,15,22.65,31.05
2018,5,16,22.15,31.25
2018,5,17,23.35,31.75
2018,5,18,25.15,31.25
2018,5,19,26.05,31.05
2018,5,20,21.75,31.55
2018,5,21,22.35,28.55
2018,5,22,24.45,30.85
2018,5,23,25.15,31.15
2018,5,24,24.25,31.75
2018,5,25,24.45,32.35
2018,5,26,25.05,33.05
2018,5,27,23.95,32.35
2018,5,28,25.05,32.65
2018,5,29,25.85,32.95
2018,5,30,26.35,32.45
2018,5,31,26.75,32.55
2018,6,1,26.45,32.85
2018,6,2,25.75,33.05
2018,6,3,24.85,32.55
2018,6,4,25.65,32.75
2018,6,5,26.05,33.15
2018,6,6,25.55,32.55
2018,6,7,25.65,32.65
2018,6,8,26.55,33.15
2018,6,9,26.75,33.25
2018,6,10,26.85,33.05
2018,6,11,26.65,32.65
2018,6,12,26.35,32.85
2018,6,13,24.45,32.75
2018,6,14,25.55,32.65
2018,6,15,26.25,32.05
2018,6,16,25.65,31.85
2018,6,17,24.85,32.65
2018,6,18,24.25,27.85
2018,6,19,24.05,29.15
2018,6,20,23.65,27.45
2018,6,21,24.35,28.95
2018,6,22,26.65,31.65
2018,6,23,27.15,31.95
2018,6,24,26.55,31.85
2018,6,25,26.95,31.85
2018,6,26,26.45,32.15
2018,6,27,26.65,32.25
2018,6,28,27.05,32.05
2018,6,29,26.65,31.85
2018,6,30,26.35,31.65
2018,7,1,25.35,32.25
2018,7,2,25.65,32.55
2018,7,3,25.85,32.55
2018,7,4,23.35,32.55
2018,7,5,25.35,31.55
2018,7,6,23.05,29.45
2018,7,7,23.15,30.85
2018,7,8,23.55,29.25
2018,7,9,25.65,32.15
2018,7,10,25.35,32.45
2018,7,11,25.25,32.85
2018,7,12,26.05,32.45
2018,7,13,26.45,33.05
2018,7,14,27.15,33.15
2018,7,15,27.05,33.15
2018,7,16,26.35,33.15
2018,7,17,25.85,32.95
2018,7,18,26.15,33.15
2018,7,19,25.75,33.35
2018,7,20,25.85,33.55
2018,7,21,25.55,33.25
2018,7,22,25.05,33.45
2018,7,23,25.25,35.25
2018,7,24,25.65,31.65
2018,7,25,23.65,33.05
2018,7,26,24.55,33.25
2018,7,27,25.55,32.25
2018,7,28,26.75,33.25
2018,7,29,26.95,33.85
2018,7,30,26.75,34.45
2018,7,31,24.45,34.55
2018,8,1,24.05,32.85
2018,8,2,24.65,33.55
2018,8,3,25.25,32.45
2018,8,4,26.45,33.45
2018,8,5,25.55,32.25
2018,8,6,25.65,30.65
2018,8,7,26.35,33.25
2018,8,8,26.15,32.75
2018,8,9,26.85,33.45
2018,8,10,26.85,32.85
2018,8,11,26.85,33.35
2018,8,12,27.15,32.95
2018,8,13,27.15,33.05
2018,8,14,26.95,33.25
2018,8,15,27.15,33.15
2018,8,16,26.45,33.15
2018,8,17,25.85,33.15
2018,8,18,26.25,33.05
2018,8,19,26.45,33.25
2018,8,20,26.35,33.25
2018,8,21,26.05,33.55
2018,8,22,25.15,34.65
2018,8,23,25.45,33.85
2018,8,24,26.35,33.15
2018,8,25,26.85,33.15
2018,8,26,26.85,33.35
2018,8,27,27.05,33.55
2018,8,28,26.15,33.35
2018,8,29,25.65,33.15
2018,8,30,24.95,32.95
2018,8,31,25.25,31.65
2018,9,1,26.15,32.25
2018,9,2,26.75,33.15
2018,9,3,25.45,33.25
2018,9,4,25.45,32.05
2018,9,5,25.25,31.75
2018,9,6,24.55,28.45
2018,9,7,25.45,32.75
2018,9,8,25.55,32.85
2018,9,9,22.95,30.45
2018,9,10,23.25,28.15
2018,9,11,23.35,27.75
2018,9,12,24.15,29.15
2018,9,13,25.05,30.75
2018,9,14,24.35,28.65
2018,9,15,23.45,27.35
2018,9,16,24.05,28.55
2018,9,17,25.65,31.35
2018,9,18,25.55,31.85
2018,9,19,26.45,31.85
2018,9,20,27.45,32.55
2018,9,21,26.75,32.75
2018,9,22,22.25,31.45
2018,9,23,22.25,30.55
2018,9,24,25.55,32.05
2018,9,25,26.55,32.85
2018,9,26,22.15,32.85
2018,9,27,20.95,27.15
2018,9,28,23.05,28.65
2018,9,29,23.95,28.25
2018,9,30,23.45,27.45
2018,10,1,24.45,30.05
2018,10,2,25.55,31.55
2018,10,3,24.95,31.65
2018,10,4,25.15,31.75
2018,10,5,25.35,31.55
2018,10,6,25.95,31.55
2018,10,7,26.05,31.35
2018,10,8,24.25,31.35
2018,10,9,23.75,31.25
2018,10,10,22.65,29.75
2018,10,11,23.15,28.35
2018,10,12,24.65,30.25
2018,10,13,26.15,30.75
2018,10,14,27.05,30.85
2018,10,15,10.35,28.65
2018,10,16,10.55,14.35
2018,10,17,12.85,17.25
2018,10,18,14.75,19.85
2018,10,19,19.25,25.55
2018,10,20,18.55,22.35
2018,10,21,17.05,21.85
2018,10,22,13.75,21.75
2018,10,23,13.15,17.35
2018,10,24,16.05,21.05
2018,10,25,15.25,20.25
2018,10,26,15.85,24.95
2018,10,27,15.25,27.25
