"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 02/26/2024

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 27.8167 North,-97.3917 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC)
1994,1,1,12.75,22.85
1994,1,2,9.75,23.95
1994,1,3,6.25,18.45
1994,1,4,6.45,20.65
1994,1,5,5.65,20.25
1994,1,6,13.15,25.15
1994,1,7,5.55,16.35
1994,1,8,0.05,13.75
1994,1,9,6.05,18.55
1994,1,10,14.25,21.65
1994,1,11,14.75,22.55
1994,1,12,14.15,17.95
1994,1,13,11.35,18.85
1994,1,14,8.05,20.45
1994,1,15,9.75,20.35
1994,1,16,15.75,20.95
1994,1,17,8.05,17.25
1994,1,18,4.05,13.55
1994,1,19,6.95,16.65
1994,1,20,14.05,18.45
1994,1,21,12.95,16.45
1994,1,22,12.75,16.05
1994,1,23,13.25,19.55
1994,1,24,15.25,22.85
1994,1,25,15.75,24.15
1994,1,26,15.85,26.25
1994,1,27,16.95,26.75
1994,1,28,9.05,17.65
1994,1,29,5.55,9.95
1994,1,30,4.55,13.75
1994,1,31,5.95,12.25
1994,2,1,3.15,5.35
1994,2,2,0.25,11.45
1994,2,3,7.85,15.35
1994,2,4,14.65,22.65
1994,2,5,16.45,25.45
1994,2,6,16.45,24.85
1994,2,7,16.65,25.45
1994,2,8,17.25,25.25
1994,2,9,7.55,27.35
1994,2,10,0.45,6.75
1994,2,11,2.45,14.75
1994,2,12,12.65,23.75
1994,2,13,9.85,17.05
1994,2,14,6.45,15.95
1994,2,15,11.65,17.05
1994,2,16,14.25,18.65
1994,2,17,13.05,19.85
1994,2,18,13.25,22.15
1994,2,19,15.65,24.25
1994,2,20,17.35,24.95
1994,2,21,17.05,23.55
1994,2,22,17.85,25.85
1994,2,23,10.45,18.05
1994,2,24,6.05,16.55
1994,2,25,11.55,22.15
1994,2,26,8.95,16.55
1994,2,27,8.75,15.45
1994,2,28,16.85,20.35
1994,3,1,16.35,24.25
1994,3,2,8.85,21.75
1994,3,3,11.45,20.95
1994,3,4,12.25,23.55
1994,3,5,16.45,25.25
1994,3,6,18.05,25.25
1994,3,7,17.25,26.35
1994,3,8,18.15,25.75
1994,3,9,10.15,17.45
1994,3,10,5.05,14.45
1994,3,11,7.75,17.05
1994,3,12,14.75,20.25
1994,3,13,17.25,17.75
1994,3,14,16.75,18.15
1994,3,15,16.25,19.75
1994,3,16,16.05,18.45
1994,3,17,13.85,21.45
1994,3,18,14.35,25.15
1994,3,19,16.05,24.45
1994,3,20,17.15,27.75
1994,3,21,18.65,29.45
1994,3,22,15.25,25.15
1994,3,23,19.15,28.75
1994,3,24,19.65,29.85
1994,3,25,18.95,25.55
1994,3,26,18.95,28.95
1994,3,27,18.45,24.65
1994,3,28,11.85,17.25
1994,3,29,10.25,18.85
1994,3,30,11.65,21.05
1994,3,31,12.75,19.15
1994,4,1,13.75,21.05
1994,4,2,16.75,25.05
1994,4,3,18.55,25.35
1994,4,4,16.85,24.15
1994,4,5,19.95,25.95
1994,4,6,12.45,19.15
1994,4,7,10.55,18.85
1994,4,8,16.35,25.35
1994,4,9,19.05,27.05
1994,4,10,20.65,27.25
1994,4,11,21.05,28.65
1994,4,12,20.25,21.25
1994,4,13,20.15,24.45
1994,4,14,20.25,28.05
1994,4,15,21.75,28.35
1994,4,16,19.15,21.55
1994,4,17,15.95,23.35
1994,4,18,18.85,21.45
1994,4,19,19.15,24.55
1994,4,20,19.35,24.15
1994,4,21,17.85,26.55
1994,4,22,19.55,26.75
1994,4,23,18.95,26.35
1994,4,24,18.95,26.85
1994,4,25,21.35,29.05
1994,4,26,22.05,30.25
1994,4,27,22.55,29.85
1994,4,28,22.85,29.85
1994,4,29,22.55,26.85
1994,4,30,20.65,25.65
1994,5,1,18.25,19.35
1994,5,2,14.45,25.75
1994,5,3,21.05,27.75
1994,5,4,19.95,27.85
1994,5,5,20.45,27.05
1994,5,6,20.45,27.75
1994,5,7,22.85,30.35
1994,5,8,23.65,30.35
1994,5,9,22.65,28.75
1994,5,10,23.35,29.05
1994,5,11,23.55,29.55
1994,5,12,23.55,28.75
1994,5,13,23.75,28.05
1994,5,14,23.45,32.35
1994,5,15,24.35,30.95
1994,5,16,21.85,28.85
1994,5,17,24.75,27.05
1994,5,18,22.45,28.25
1994,5,19,22.85,28.15
1994,5,20,19.35,26.75
1994,5,21,19.05,26.95
1994,5,22,21.25,26.95
1994,5,23,20.55,27.85
1994,5,24,21.25,29.35
1994,5,25,23.15,29.85
1994,5,26,23.25,29.75
1994,5,27,23.75,31.05
1994,5,28,23.85,31.05
1994,5,29,24.75,32.25
1994,5,30,24.95,33.05
1994,5,31,24.15,32.35
1994,6,1,25.15,28.45
1994,6,2,23.35,28.75
1994,6,3,25.05,27.65
1994,6,4,24.45,28.45
1994,6,5,22.95,31.35
1994,6,6,23.75,31.75
1994,6,7,24.45,33.15
1994,6,8,24.75,33.25
1994,6,9,25.85,33.15
1994,6,10,25.75,29.55
1994,6,11,23.85,30.95
1994,6,12,24.45,28.55
1994,6,13,24.25,29.75
1994,6,14,24.65,29.45
1994,6,15,25.05,29.85
1994,6,16,25.55,30.85
1994,6,17,25.65,30.05
1994,6,18,24.15,31.05
1994,6,19,24.55,30.15
1994,6,20,24.95,29.15
1994,6,21,25.55,28.45
1994,6,22,24.15,31.25
1994,6,23,24.75,32.05
1994,6,24,25.45,33.65
1994,6,25,25.15,34.25
1994,6,26,25.05,33.65
1994,6,27,24.55,33.85
1994,6,28,25.05,34.65
1994,6,29,24.35,34.75
1994,6,30,25.65,32.75
1994,7,1,26.15,33.45
1994,7,2,25.45,33.15
1994,7,3,24.85,31.25
1994,7,4,25.35,30.95
1994,7,5,25.95,31.95
1994,7,6,25.85,32.05
1994,7,7,25.65,32.75
1994,7,8,25.95,31.15
1994,7,9,25.65,30.95
1994,7,10,25.05,31.15
1994,7,11,24.95,31.95
1994,7,12,25.75,32.85
1994,7,13,25.75,31.05
1994,7,14,26.25,32.35
1994,7,15,26.25,31.85
1994,7,16,25.85,32.55
1994,7,17,25.05,33.15
1994,7,18,23.55,33.25
1994,7,19,24.15,31.65
1994,7,20,25.95,31.75
1994,7,21,25.35,30.85
1994,7,22,25.25,32.55
1994,7,23,25.25,33.75
1994,7,24,24.55,33.85
1994,7,25,24.65,33.15
1994,7,26,24.85,33.65
1994,7,27,25.45,36.35
1994,7,28,27.65,33.95
1994,7,29,24.85,32.55
1994,7,30,24.35,30.85
1994,7,31,24.35,30.55
1994,8,1,23.85,31.75
1994,8,2,23.05,31.55
1994,8,3,23.45,31.85
1994,8,4,25.35,30.55
1994,8,5,25.05,31.55
1994,8,6,24.75,31.75
1994,8,7,24.25,33.05
1994,8,8,25.75,32.75
1994,8,9,25.55,31.95
1994,8,10,24.75,31.55
1994,8,11,24.85,31.95
1994,8,12,23.75,32.05
1994,8,13,24.05,31.85
1994,8,14,24.25,32.85
1994,8,15,24.55,34.55
1994,8,16,25.05,34.45
1994,8,17,25.45,34.85
1994,8,18,25.85,35.25
1994,8,19,25.85,34.45
1994,8,20,25.95,33.65
1994,8,21,25.95,34.55
1994,8,22,26.05,33.45
1994,8,23,25.85,32.65
1994,8,24,25.55,32.05
1994,8,25,25.25,30.75
1994,8,26,24.85,32.25
1994,8,27,25.45,31.45
1994,8,28,24.35,31.65
1994,8,29,24.55,32.45
1994,8,30,25.35,31.55
1994,8,31,23.65,29.85
1994,9,1,23.95,30.55
1994,9,2,23.35,29.95
1994,9,3,22.85,31.65
1994,9,4,22.95,32.35
1994,9,5,22.35,33.05
1994,9,6,22.85,32.55
1994,9,7,24.15,32.15
1994,9,8,23.65,29.85
1994,9,9,23.55,29.55
1994,9,10,23.45,29.15
1994,9,11,23.55,28.95
1994,9,12,23.35,29.75
1994,9,13,23.05,29.85
1994,9,14,24.35,28.95
1994,9,15,22.85,30.35
1994,9,16,23.45,29.55
1994,9,17,24.35,30.15
1994,9,18,20.85,31.65
1994,9,19,20.05,31.65
1994,9,20,20.65,31.15
1994,9,21,20.45,30.65
1994,9,22,19.35,30.35
1994,9,23,15.75,27.05
1994,9,24,18.95,31.85
1994,9,25,17.55,28.45
1994,9,26,16.75,31.45
1994,9,27,19.55,32.05
1994,9,28,20.15,30.65
1994,9,29,18.75,30.25
1994,9,30,22.45,29.05
1994,10,1,23.35,30.95
1994,10,2,23.55,33.75
1994,10,3,23.05,33.15
1994,10,4,22.35,31.35
1994,10,5,21.35,30.55
1994,10,6,21.95,30.65
1994,10,7,24.35,30.95
1994,10,8,21.15,25.45
1994,10,9,16.95,24.05
1994,10,10,15.35,22.75
1994,10,11,11.55,24.15
1994,10,12,13.55,26.05
1994,10,13,15.65,26.65
1994,10,14,16.65,24.35
1994,10,15,19.65,23.45
1994,10,16,21.85,29.15
1994,10,17,23.85,28.35
1994,10,18,23.25,28.55
1994,10,19,22.65,29.95
1994,10,20,22.55,29.25
1994,10,21,22.65,29.95
1994,10,22,22.85,30.95
1994,10,23,22.05,29.95
1994,10,24,20.45,28.75
1994,10,25,21.65,26.85
1994,10,26,15.85,21.55
1994,10,27,16.55,17.85
1994,10,28,16.45,22.35
1994,10,29,16.15,26.55
1994,10,30,17.75,26.75
1994,10,31,18.65,29.75
1994,11,1,14.65,23.35
1994,11,2,18.85,29.65
1994,11,3,22.05,29.15
1994,11,4,21.65,28.35
1994,11,5,18.45,26.45
1994,11,6,14.35,25.15
1994,11,7,17.35,24.65
1994,11,8,20.55,28.15
1994,11,9,20.55,28.85
1994,11,10,14.95,22.15
1994,11,11,12.35,20.05
1994,11,12,18.65,23.55
1994,11,13,19.85,26.75
1994,11,14,19.75,27.35
1994,11,15,17.35,25.95
1994,11,16,13.95,19.85
1994,11,17,16.95,26.35
1994,11,18,19.55,26.05
1994,11,19,18.75,27.05
1994,11,20,20.05,29.15
1994,11,21,14.75,25.95
1994,11,22,16.45,26.55
1994,11,23,12.65,19.45
1994,11,24,12.35,17.15
1994,11,25,17.65,24.95
1994,11,26,18.75,27.95
1994,11,27,20.45,31.85
1994,11,28,15.45,21.35
1994,11,29,14.55,22.45
1994,11,30,10.05,18.15
1994,12,1,10.25,21.05
1994,12,2,15.35,21.05
1994,12,3,16.55,24.05
1994,12,4,15.65,25.75
1994,12,5,14.95,26.15
1994,12,6,17.55,26.95
1994,12,7,18.95,26.75
1994,12,8,18.65,25.65
1994,12,9,13.65,24.45
1994,12,10,7.15,13.85
1994,12,11,3.35,14.45
1994,12,12,10.05,19.75
1994,12,13,15.55,20.45
1994,12,14,17.45,23.85
1994,12,15,18.75,24.35
1994,12,16,18.55,25.75
1994,12,17,15.85,20.15
1994,12,18,12.35,18.75
1994,12,19,12.45,19.95
1994,12,20,15.65,23.15
1994,12,21,14.85,22.95
1994,12,22,9.65,17.75
1994,12,23,7.05,16.35
1994,12,24,10.95,15.15
1994,12,25,6.45,16.45
1994,12,26,6.35,17.65
1994,12,27,14.45,18.95
1994,12,28,8.95,16.25
1994,12,29,7.25,17.45
1994,12,30,9.35,15.85
1994,12,31,13.45,15.65
1995,1,1,9.35,18.25
1995,1,2,5.15,8.95
1995,1,3,5.95,11.95
1995,1,4,5.85,9.05
1995,1,5,5.15,12.65
1995,1,6,12.75,22.25
1995,1,7,7.35,17.15
1995,1,8,8.35,21.45
1995,1,9,13.25,24.35
1995,1,10,15.95,23.45
1995,1,11,16.15,25.35
1995,1,12,16.75,24.25
1995,1,13,11.85,22.75
1995,1,14,6.15,20.65
1995,1,15,6.85,19.05
1995,1,16,10.95,23.25
1995,1,17,15.35,23.45
1995,1,18,10.25,20.65
1995,1,19,5.45,17.75
1995,1,20,10.45,15.95
1995,1,21,8.25,17.25
1995,1,22,14.65,23.95
1995,1,23,5.45,16.25
1995,1,24,3.85,14.15
1995,1,25,12.45,17.55
1995,1,26,13.95,21.15
1995,1,27,16.15,26.15
1995,1,28,11.15,22.85
1995,1,29,8.45,16.25
1995,1,30,6.75,13.05
1995,1,31,4.75,18.55
1995,2,1,9.25,22.95
1995,2,2,11.25,25.05
1995,2,3,12.55,23.75
1995,2,4,6.55,18.85
1995,2,5,7.85,21.95
1995,2,6,10.15,20.85
1995,2,7,13.45,24.85
1995,2,8,9.25,12.25
1995,2,9,11.75,20.35
1995,2,10,14.65,26.35
1995,2,11,11.55,28.45
1995,2,12,6.55,12.25
1995,2,13,12.55,16.55
1995,2,14,12.55,23.85
1995,2,15,16.85,28.75
1995,2,16,16.95,26.45
1995,2,17,9.65,16.55
1995,2,18,12.25,16.85
1995,2,19,14.85,21.05
1995,2,20,10.95,23.25
1995,2,21,10.75,22.75
1995,2,22,10.85,22.15
1995,2,23,14.75,25.55
1995,2,24,15.35,23.05
1995,2,25,15.05,21.55
1995,2,26,15.75,23.65
1995,2,27,17.05,25.75
1995,2,28,18.75,24.25
1995,3,1,10.65,15.65
1995,3,2,12.05,12.15
1995,3,3,9.05,10.55
1995,3,4,11.95,19.85
1995,3,5,14.65,23.75
1995,3,6,16.55,24.25
1995,3,7,8.75,18.75
1995,3,8,2.65,10.05
1995,3,9,4.75,14.25
1995,3,10,11.25,17.35
1995,3,11,13.55,20.55
1995,3,12,16.45,22.05
1995,3,13,17.95,23.15
1995,3,14,13.35,23.55
1995,3,15,12.65,19.55
1995,3,16,12.15,20.85
1995,3,17,15.55,22.15
1995,3,18,13.85,24.25
1995,3,19,14.25,25.95
1995,3,20,17.55,28.05
1995,3,21,18.15,26.55
1995,3,22,17.95,28.65
1995,3,23,18.95,32.15
1995,3,24,18.45,28.15
1995,3,25,19.25,26.35
1995,3,26,19.65,27.85
1995,3,27,20.25,23.45
1995,3,28,18.45,21.45
1995,3,29,12.45,15.65
1995,3,30,11.95,15.65
1995,3,31,16.75,17.85
1995,4,1,15.25,18.95
1995,4,2,15.05,23.35
1995,4,3,19.05,23.35
1995,4,4,19.05,20.25
1995,4,5,17.75,25.05
1995,4,6,15.05,26.55
1995,4,7,16.15,26.35
1995,4,8,16.65,27.85
1995,4,9,18.45,28.15
1995,4,10,20.45,28.45
1995,4,11,15.65,21.45
1995,4,12,11.65,25.65
1995,4,13,13.45,26.45
1995,4,14,15.35,25.25
1995,4,15,19.55,28.75
1995,4,16,21.15,28.55
1995,4,17,21.85,31.35
1995,4,18,21.35,29.55
1995,4,19,21.75,29.65
1995,4,20,21.55,32.75
1995,4,21,19.15,30.65
1995,4,22,22.35,30.75
1995,4,23,16.05,22.55
1995,4,24,11.15,20.45
1995,4,25,14.35,20.65
1995,4,26,17.45,24.45
1995,4,27,18.25,27.55
1995,4,28,18.55,27.85
1995,4,29,20.75,28.25
1995,4,30,20.55,27.15
1995,5,1,20.65,29.65
1995,5,2,20.75,22.05
1995,5,3,21.25,27.75
1995,5,4,22.55,29.45
1995,5,5,22.05,27.45
1995,5,6,23.35,27.95
1995,5,7,24.05,28.25
1995,5,8,23.75,30.15
1995,5,9,20.45,31.15
1995,5,10,23.15,32.45
1995,5,11,22.85,29.05
1995,5,12,23.75,31.45
1995,5,13,24.35,33.75
1995,5,14,24.75,31.85
1995,5,15,24.95,30.65
1995,5,16,24.65,30.65
1995,5,17,25.25,32.75
1995,5,18,25.45,31.55
1995,5,19,19.45,27.05
1995,5,20,18.45,26.25
1995,5,21,20.25,26.25
1995,5,22,22.75,28.95
1995,5,23,24.15,29.15
1995,5,24,24.95,28.35
1995,5,25,23.95,28.35
1995,5,26,23.25,28.65
1995,5,27,24.95,29.35
1995,5,28,25.45,29.35
1995,5,29,25.75,26.85
1995,5,30,25.65,27.35
1995,5,31,22.75,30.65
1995,6,1,24.45,31.35
1995,6,2,24.65,31.25
1995,6,3,24.45,30.85
1995,6,4,24.35,30.85
1995,6,5,23.55,32.05
1995,6,6,23.55,32.95
1995,6,7,25.05,33.45
1995,6,8,25.45,33.75
1995,6,9,25.75,32.55
1995,6,10,25.95,31.15
1995,6,11,25.35,30.35
1995,6,12,20.75,28.85
1995,6,13,18.85,27.85
1995,6,14,19.05,28.95
1995,6,15,21.15,28.35
1995,6,16,22.65,29.05
1995,6,17,23.75,28.85
1995,6,18,22.45,29.65
1995,6,19,24.45,28.05
1995,6,20,23.55,28.75
1995,6,21,21.85,30.85
1995,6,22,22.05,31.35
1995,6,23,22.55,31.45
1995,6,24,23.45,31.75
1995,6,25,22.55,34.55
1995,6,26,25.35,33.05
1995,6,27,24.25,33.05
1995,6,28,24.45,32.35
1995,6,29,25.75,29.95
1995,6,30,26.25,29.75
1995,7,1,24.05,29.45
1995,7,2,24.95,31.55
1995,7,3,24.85,32.75
1995,7,4,26.05,33.15
1995,7,5,25.95,32.65
1995,7,6,25.35,31.45
1995,7,7,24.65,31.75
1995,7,8,24.35,33.15
1995,7,9,24.05,32.95
1995,7,10,24.45,34.15
1995,7,11,23.85,34.25
1995,7,12,24.35,33.95
1995,7,13,24.45,32.55
1995,7,14,24.75,31.35
1995,7,15,24.05,31.35
1995,7,16,24.65,32.15
1995,7,17,24.15,32.75
1995,7,18,24.65,33.85
1995,7,19,24.65,33.85
1995,7,20,25.25,33.45
1995,7,21,25.05,34.85
1995,7,22,26.05,34.85
1995,7,23,25.75,34.45
1995,7,24,26.05,34.45
1995,7,25,25.55,34.35
1995,7,26,26.05,34.35
1995,7,27,25.15,34.75
1995,7,28,24.55,35.85
1995,7,29,24.75,35.35
1995,7,30,25.35,33.65
1995,7,31,26.65,33.25
1995,8,1,26.85,32.25
1995,8,2,26.45,31.35
1995,8,3,25.95,33.45
1995,8,4,25.35,33.65
1995,8,5,25.05,33.75
1995,8,6,24.95,33.45
1995,8,7,25.55,32.55
1995,8,8,26.25,33.75
1995,8,9,25.55,29.75
1995,8,10,24.35,29.85
1995,8,11,24.45,30.55
1995,8,12,23.65,29.25
1995,8,13,25.35,31.75
1995,8,14,25.15,32.45
1995,8,15,25.05,32.55
1995,8,16,25.05,33.45
1995,8,17,24.85,33.45
1995,8,18,25.05,33.15
1995,8,19,24.75,32.85
1995,8,20,25.45,33.45
1995,8,21,27.45,34.25
1995,8,22,27.35,32.75
1995,8,23,26.95,32.05
1995,8,24,25.95,31.65
1995,8,25,26.35,32.25
1995,8,26,25.95,32.85
1995,8,27,25.35,33.25
1995,8,28,25.65,33.95
1995,8,29,25.55,33.65
1995,8,30,25.85,33.55
1995,8,31,24.65,31.65
1995,9,1,24.45,32.45
1995,9,2,24.15,34.95
1995,9,3,24.55,34.95
1995,9,4,24.85,34.25
1995,9,5,25.45,33.15
1995,9,6,24.65,32.45
1995,9,7,24.25,32.95
1995,9,8,24.05,31.25
1995,9,9,24.05,33.15
1995,9,10,23.75,32.45
1995,9,11,24.05,31.05
1995,9,12,24.35,32.15
1995,9,13,25.95,31.15
1995,9,14,26.05,31.05
1995,9,15,26.15,31.05
1995,9,16,25.45,33.65
1995,9,17,25.35,34.15
1995,9,18,25.35,33.15
1995,9,19,24.55,33.55
1995,9,20,25.15,31.25
1995,9,21,25.55,30.55
1995,9,22,13.45,26.15
1995,9,23,14.85,23.65
1995,9,24,18.05,29.45
1995,9,25,20.85,31.35
1995,9,26,22.95,31.55
1995,9,27,22.85,32.75
1995,9,28,23.55,32.45
1995,9,29,22.75,32.35
1995,9,30,22.95,31.25
1995,10,1,23.15,29.65
1995,10,2,22.45,29.75
1995,10,3,21.25,30.15
1995,10,4,16.35,29.35
1995,10,5,19.85,33.25
1995,10,6,17.15,27.55
1995,10,7,14.75,26.85
1995,10,8,16.45,26.95
1995,10,9,17.55,28.55
1995,10,10,17.75,28.45
1995,10,11,16.75,30.05
1995,10,12,19.45,28.15
1995,10,13,21.05,24.45
1995,10,14,16.65,26.85
1995,10,15,11.65,25.95
1995,10,16,14.05,27.75
1995,10,17,17.45,26.55
1995,10,18,19.35,27.95
1995,10,19,18.95,27.05
1995,10,20,16.35,25.35
1995,10,21,13.25,25.35
1995,10,22,18.15,26.85
1995,10,23,20.15,28.55
1995,10,24,20.25,23.85
1995,10,25,18.15,26.75
1995,10,26,19.95,28.95
1995,10,27,21.05,32.45
1995,10,28,21.05,25.95
1995,10,29,20.15,25.45
1995,10,30,20.15,25.65
1995,10,31,19.45,25.35
1995,11,1,21.25,28.85
1995,11,2,21.45,28.75
1995,11,3,10.45,22.45
1995,11,4,9.15,10.85
1995,11,5,9.45,16.15
1995,11,6,12.25,24.45
1995,11,7,17.95,29.65
1995,11,8,13.05,22.35
1995,11,9,15.85,24.25
1995,11,10,19.45,28.85
1995,11,11,9.55,21.25
1995,11,12,6.15,19.35
1995,11,13,13.05,26.35
1995,11,14,12.95,20.45
1995,11,15,12.65,22.15
1995,11,16,18.25,20.65
1995,11,17,17.95,22.05
1995,11,18,15.35,20.25
1995,11,19,15.95,22.35
1995,11,20,17.15,23.95
1995,11,21,14.95,22.25
1995,11,22,14.15,23.55
1995,11,23,15.45,25.95
1995,11,24,11.35,19.45
1995,11,25,10.55,21.35
1995,11,26,13.35,24.65
1995,11,27,15.55,26.25
1995,11,28,7.55,17.25
1995,11,29,4.15,16.05
1995,11,30,9.25,18.85
1995,12,1,16.95,25.45
1995,12,2,17.85,26.65
1995,12,3,18.35,27.85
1995,12,4,18.75,25.95
1995,12,5,17.05,27.75
1995,12,6,18.25,26.05
1995,12,7,17.55,21.05
1995,12,8,16.95,25.55
1995,12,9,5.15,18.85
1995,12,10,1.65,10.65
1995,12,11,10.85,18.45
1995,12,12,14.45,22.95
1995,12,13,16.05,25.55
1995,12,14,15.85,25.15
1995,12,15,18.55,24.15
1995,12,16,18.65,24.75
1995,12,17,18.05,25.35
1995,12,18,13.45,22.35
1995,12,19,7.45,14.15
1995,12,20,4.85,11.95
1995,12,21,8.75,9.55
1995,12,22,6.95,11.55
1995,12,23,6.45,9.85
1995,12,24,6.75,9.35
1995,12,25,8.45,10.85
1995,12,26,8.45,10.15
1995,12,27,7.25,15.65
1995,12,28,9.95,15.75
1995,12,29,10.45,17.75
1995,12,30,13.25,20.45
1995,12,31,14.85,19.95
1996,1,1,11.15,23.75
1996,1,2,6.55,11.75
1996,1,3,1.95,11.45
1996,1,4,5.35,19.55
1996,1,5,10.85,23.85
1996,1,6,2.45,17.45
1996,1,7,-2.45,5.55
1996,1,8,-3.35,10.65
1996,1,9,4.05,17.85
1996,1,10,9.05,20.65
1996,1,11,9.25,21.05
1996,1,12,3.35,21.55
1996,1,13,6.55,22.95
1996,1,14,9.95,21.95
1996,1,15,13.45,24.95
1996,1,16,12.05,24.35
1996,1,17,14.25,24.85
1996,1,18,4.55,21.85
1996,1,19,-2.05,8.55
1996,1,20,6.75,21.45
1996,1,21,13.35,22.35
1996,1,22,13.55,22.85
1996,1,23,14.75,25.45
1996,1,24,9.15,19.45
1996,1,25,7.15,20.45
1996,1,26,13.25,26.45
1996,1,27,5.45,14.75
1996,1,28,6.65,19.45
1996,1,29,13.75,24.85
1996,1,30,15.05,26.15
1996,1,31,8.75,16.15
1996,2,1,5.75,13.05
1996,2,2,1.85,5.35
1996,2,3,-0.75,2.25
1996,2,4,-2.65,4.95
1996,2,5,4.05,13.95
1996,2,6,13.55,15.85
1996,2,7,14.85,19.85
1996,2,8,14.25,23.35
1996,2,9,13.85,24.45
1996,2,10,16.05,24.95
1996,2,11,12.05,16.75
1996,2,12,6.85,16.15
1996,2,13,9.85,18.75
1996,2,14,11.75,23.65
1996,2,15,13.75,23.45
1996,2,16,8.05,12.85
1996,2,17,6.05,17.25
1996,2,18,15.85,24.45
1996,2,19,16.15,29.85
1996,2,20,13.45,31.15
1996,2,21,15.05,31.65
1996,2,22,15.35,29.05
1996,2,23,16.35,29.55
1996,2,24,16.55,23.35
1996,2,25,16.55,25.35
1996,2,26,16.85,25.55
1996,2,27,17.55,28.25
1996,2,28,7.75,17.55
1996,2,29,5.45,6.55
1996,3,1,5.35,13.45
1996,3,2,7.85,18.65
1996,3,3,9.35,21.05
1996,3,4,17.45,21.25
1996,3,5,17.95,26.85
1996,3,6,18.35,29.95
1996,3,7,4.15,17.55
1996,3,8,1.15,9.45
1996,3,9,2.75,10.45
1996,3,10,4.55,15.45
1996,3,11,6.85,17.35
1996,3,12,11.45,21.25
1996,3,13,14.55,24.85
1996,3,14,16.65,27.25
1996,3,15,14.95,26.95
1996,3,16,16.15,24.65
1996,3,17,17.25,30.05
1996,3,18,13.55,23.45
1996,3,19,7.05,20.35
1996,3,20,7.05,18.55
1996,3,21,9.35,20.35
1996,3,22,13.95,22.95
1996,3,23,16.35,22.65
1996,3,24,17.05,28.35
1996,3,25,15.55,20.35
1996,3,26,8.45,13.45
1996,3,27,6.65,10.95
1996,3,28,8.15,20.65
1996,3,29,12.65,24.55
1996,3,30,17.75,31.75
1996,3,31,15.85,23.35
1996,4,1,14.45,19.55
1996,4,2,11.45,19.55
1996,4,3,15.65,23.85
1996,4,4,17.45,24.65
1996,4,5,10.75,18.95
1996,4,6,8.35,15.25
1996,4,7,8.85,18.55
1996,4,8,14.35,24.35
1996,4,9,13.65,28.25
1996,4,10,14.55,25.25
1996,4,11,17.95,24.25
1996,4,12,19.35,29.75
1996,4,13,19.05,29.95
1996,4,14,18.95,31.65
1996,4,15,14.35,23.95
1996,4,16,11.95,20.75
1996,4,17,15.65,26.75
1996,4,18,18.75,29.75
1996,4,19,19.65,30.15
1996,4,20,19.85,29.45
1996,4,21,20.05,28.15
1996,4,22,20.35,29.15
1996,4,23,18.15,26.05
1996,4,24,15.35,25.75
1996,4,25,16.35,30.25
1996,4,26,19.35,29.05
1996,4,27,19.95,27.95
1996,4,28,20.55,29.25
1996,4,29,15.45,19.35
1996,4,30,14.15,23.05
1996,5,1,17.95,28.25
1996,5,2,22.15,28.65
1996,5,3,22.45,29.25
1996,5,4,22.75,29.05
1996,5,5,23.35,29.15
1996,5,6,23.95,27.55
1996,5,7,24.15,27.35
1996,5,8,23.85,26.75
1996,5,9,23.85,27.75
1996,5,10,24.25,28.95
1996,5,11,24.45,28.65
1996,5,12,23.15,28.05
1996,5,13,23.25,28.45
1996,5,14,23.35,28.25
1996,5,15,23.75,29.25
1996,5,16,25.05,29.55
1996,5,17,24.95,29.15
1996,5,18,25.25,29.15
1996,5,19,25.35,29.55
1996,5,20,25.15,30.65
1996,5,21,25.15,31.75
1996,5,22,24.35,31.25
1996,5,23,24.65,31.15
1996,5,24,25.15,31.15
1996,5,25,26.75,30.85
1996,5,26,27.05,31.95
1996,5,27,27.15,33.75
1996,5,28,27.65,34.35
1996,5,29,27.95,34.55
1996,5,30,27.75,32.45
1996,5,31,25.15,32.25
1996,6,1,25.85,31.45
1996,6,2,25.55,31.85
1996,6,3,23.95,32.15
1996,6,4,24.05,32.05
1996,6,5,24.15,32.35
1996,6,6,24.75,31.95
1996,6,7,24.75,32.05
1996,6,8,23.45,33.05
1996,6,9,21.25,33.05
1996,6,10,23.45,33.45
1996,6,11,23.25,33.35
1996,6,12,24.85,32.85
1996,6,13,25.15,32.45
1996,6,14,24.55,30.95
1996,6,15,24.55,31.65
1996,6,16,24.65,32.35
1996,6,17,24.95,32.65
1996,6,18,24.65,33.75
1996,6,19,25.55,34.55
1996,6,20,25.95,35.05
1996,6,21,26.35,32.75
1996,6,22,25.95,30.55
1996,6,23,25.35,30.95
1996,6,24,25.25,31.35
1996,6,25,26.05,30.05
1996,6,26,26.25,30.65
1996,6,27,25.95,31.35
1996,6,28,25.75,31.15
1996,6,29,24.75,30.35
1996,6,30,24.55,31.85
1996,7,1,24.05,32.85
1996,7,2,24.75,32.95
1996,7,3,24.75,33.85
1996,7,4,23.75,32.25
1996,7,5,24.95,32.65
1996,7,6,25.05,33.85
